id,host_is_superhost,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,price,number_of_reviews,review_scores_rating,reviews_per_month,zona,is_superhost
20742908,f,Lagoa,-22.96281,-43.20784,Entire home/apt,5,600.0,14,5.0,0.2,Zona Sul,False
20750585,t,Copacabana,-22.96802,-43.18205,Entire home/apt,4,2449.0,42,4.76,0.51,Zona Sul,True
20761393,t,Tijuca,-22.93138,-43.24011,Entire home/apt,8,744.0,50,4.88,0.56,Zona Norte,True
20762065,t,Recreio dos Bandeirantes,-23.01936,-43.45972,Entire home/apt,4,264.0,85,4.94,0.96,Zona Oeste,True
20771137,f,Barra da Tijuca,-23.01019,-43.33352,Entire home/apt,4,1686.0,10,4.6,0.12,Zona Oeste,False
20782347,f,Ipanema,-22.98569,-43.20267,Private room,2,599.0,346,4.79,3.9,Zona Sul,False
20211480,f,Leblon,-22.98114,-43.22733,Entire home/apt,4,1303.0,20,4.95,0.23,Zona Sul,False
20212779,f,Ipanema,-22.9829,-43.19807,Private room,2,353.0,12,4.83,0.14,Zona Sul,False
20213357,f,Botafogo,-22.94669,-43.18371,Entire home/apt,2,650.0,1,4.0,0.01,Zona Sul,False
20229816,f,Joá,-23.01271,-43.291,Entire home/apt,8,1800.0,0,,0.0,Zona Oeste,False
20254906,t,Jacarepaguá,-22.97199,-43.41417,Entire home/apt,4,520.0,13,4.31,0.15,Zona Oeste,True
20256334,t,Copacabana,-22.96742,-43.18187,Private room,2,160.0,184,4.73,2.07,Zona Sul,True
20264705,f,Copacabana,-22.97729,-43.19219,Entire home/apt,2,820.0,1,5.0,0.75,Zona Sul,False
20266851,t,Leblon,-22.98315,-43.22024,Entire home/apt,4,1050.0,335,4.91,3.8,Zona Sul,True
20269038,t,Jacarepaguá,-22.97177,-43.41058,Entire home/apt,4,590.0,8,4.25,0.11,Zona Oeste,True
20270738,f,Recreio dos Bandeirantes,-23.01502,-43.47128,Private room,6,357.0,10,4.9,0.11,Zona Oeste,False
20283029,f,Vargem Grande,-22.97212,-43.49495,Entire home/apt,5,300.0,6,4.83,0.08,Zona Oeste,False
20786106,t,Leme,-22.962011337280277,-43.16823959350586,Entire home/apt,7,1561.0,174,4.94,1.97,Zona Sul,True
20792572,f,Santa Teresa,-22.91892,-43.18226,Entire home/apt,4,439.0,143,4.85,1.64,Zona Sul,False
20794961,f,Copacabana,-22.96992,-43.18895,Private room,2,193.0,14,5.0,0.16,Zona Sul,False
20801822,f,Flamengo,-22.93698,-43.17816,Entire home/apt,4,853.0,15,4.73,0.17,Zona Sul,False
20826956,t,Copacabana,-22.96632,-43.17708,Entire home/apt,8,1288.0,155,4.81,1.78,Zona Sul,True
20831782,f,Recreio dos Bandeirantes,-23.01803,-43.50998,Entire home/apt,5,5000.0,1,5.0,0.01,Zona Oeste,False
20834959,f,Leblon,-22.98213,-43.21722,Private room,2,260.0,4,5.0,0.05,Zona Sul,False
20835077,f,Copacabana,-22.97179,-43.1866,Entire home/apt,2,243.0,5,3.8,0.08,Zona Sul,False
20283820,f,Leblon,-22.98606,-43.22844,Entire home/apt,2,831.0,44,4.82,0.5,Zona Sul,False
20286120,f,Copacabana,-22.97206,-43.18832,Private room,1,70.0,6,4.83,0.07,Zona Sul,False
20303558,t,Guaratiba,-22.98381,-43.54803,Entire home/apt,16,2029.0,30,4.8,0.57,Zona Oeste,True
20354056,t,Copacabana,-22.97018,-43.18469,Entire home/apt,3,625.0,58,4.74,0.65,Zona Sul,True
20844961,f,Jacarepaguá,-22.97456,-43.41423,Entire home/apt,5,750.0,8,4.63,0.09,Zona Oeste,False
20845825,f,Copacabana,-22.98362,-43.19501,Entire home/apt,2,188.0,28,4.5,0.33,Zona Sul,False
20846095,t,Tijuca,-22.92122,-43.22099,Private room,2,258.0,173,4.99,1.96,Zona Norte,True
20846810,f,Vila da Penha,-22.84595,-43.30648,Private room,4,211.0,7,4.86,0.25,Zona Norte,False
20850859,f,Jacarepaguá,-22.9708309173584,-43.397743225097656,Private room,2,400.0,14,5.0,0.16,Zona Oeste,False
20856902,f,Barra da Tijuca,-23.01172,-43.32158,Entire home/apt,2,1900.0,0,,0.0,Zona Oeste,False
20860204,f,Copacabana,-22.96793,-43.18125,Entire home/apt,6,1000.0,2,5.0,0.02,Zona Sul,False
20861579,f,Jacarepaguá,-22.96533,-43.3979,Private room,6,2500.0,0,,0.0,Zona Oeste,False
20864193,t,Camorim,-22.9793,-43.41674,Entire home/apt,6,3510.0,70,4.87,0.81,Zona Oeste,True
20870711,f,Laranjeiras,-22.93698,-43.19377,Private room,1,75.0,9,4.11,0.1,Zona Sul,False
20872279,f,Copacabana,-22.98321,-43.19025,Entire home/apt,4,283.0,39,4.72,0.44,Zona Sul,False
20357907,t,Copacabana,-22.96351,-43.17615,Entire home/apt,4,230.0,108,4.89,1.38,Zona Sul,True
20387427,t,Jacarepaguá,-22.96742,-43.38858,Entire home/apt,2,350.0,47,4.72,0.61,Zona Oeste,True
20406547,f,Jacarepaguá,-22.96673,-43.38576,Entire home/apt,5,462.0,10,4.4,0.14,Zona Oeste,False
20408589,f,Leme,-22.96145,-43.16905,Entire home/apt,4,337.0,12,4.75,0.14,Zona Sul,False
20424433,f,Inhoaíba,-22.90527,-43.57908,Private room,2,250.0,8,4.88,0.09,Zona Norte,False
20439881,f,Humaitá,-22.95532,-43.19642,Private room,2,300.0,50,4.96,0.56,Zona Sul,False
20451367,f,Leblon,-22.98019,-43.22085,Entire home/apt,6,569.0,1,5.0,0.02,Zona Sul,False
20872533,t,Copacabana,-22.98699,-43.19154,Entire home/apt,4,1543.0,199,4.93,2.81,Zona Sul,True
20873953,t,Copacabana,-22.9722,-43.18696,Entire home/apt,8,2015.0,141,4.84,1.6,Zona Sul,True
20874389,f,Laranjeiras,-22.93466,-43.18068,Entire home/apt,6,1143.0,17,5.0,0.19,Zona Sul,False
20874901,f,Centro,-22.91336,-43.17954,Entire home/apt,2,943.0,94,4.84,1.06,Centro,False
20880946,f,Jacarepaguá,-22.97012,-43.39129,Private room,4,600.0,4,4.25,0.15,Zona Oeste,False
20884297,f,Leme,-22.96415,-43.17067,Entire home/apt,4,230.0,39,4.72,0.44,Zona Sul,False
20886295,t,Centro,-22.9074866,-43.1764901,Entire home/apt,2,303.0,21,5.0,2.56,Centro,True
20887573,f,Copacabana,-22.97008,-43.19017,Entire home/apt,10,629.0,1,5.0,0.01,Zona Sul,False
20897133,t,Copacabana,-22.96933,-43.18902,Entire home/apt,4,690.0,41,4.85,0.46,Zona Sul,True
20453580,f,Copacabana,-22.97861,-43.18986,Entire home/apt,4,593.0,40,4.7,1.11,Zona Sul,False
20470065,f,Jacarepaguá,-22.97286,-43.38861,Entire home/apt,8,649.0,27,4.85,0.31,Zona Oeste,False
20477998,t,Copacabana,-22.98543,-43.18958,Entire home/apt,6,2786.0,67,4.9,0.76,Zona Sul,True
20486957,f,Barra da Tijuca,-23.00171,-43.42598,Entire home/apt,6,950.0,0,,0.0,Zona Oeste,False
20490914,t,Copacabana,-22.96631,-43.18129,Entire home/apt,6,2000.0,77,4.96,1.15,Zona Sul,True
20498674,f,Barra da Tijuca,-23.00958,-43.35515,Entire home/apt,6,1343.0,237,4.89,2.66,Zona Oeste,False
20898519,f,Copacabana,-22.96592,-43.18365,Private room,1,360.0,5,5.0,0.06,Zona Sul,False
20899494,t,Copacabana,-22.9809,-43.19059,Private room,3,957.0,16,5.0,0.18,Zona Sul,True
20899988,t,Lagoa,-22.95998,-43.20129,Entire home/apt,2,643.0,31,4.71,0.35,Zona Sul,True
20903734,f,Laranjeiras,-22.94248580932617,-43.19191360473633,Entire home/apt,5,600.0,10,4.8,0.12,Zona Sul,False
20914843,t,Copacabana,-22.98253,-43.1938,Entire home/apt,6,1887.0,186,4.76,2.19,Zona Sul,True
20930244,f,Copacabana,-22.97005,-43.18295,Entire home/apt,4,2300.0,38,4.82,0.44,Zona Sul,False
20942386,f,Barra da Tijuca,-23.00837,-43.32207,Entire home/apt,6,871.0,21,4.81,0.25,Zona Oeste,False
20963601,t,Copacabana,-22.98476,-43.19161,Entire home/apt,4,829.0,11,5.0,0.13,Zona Sul,True
20965499,f,Barra da Tijuca,-23.00998,-43.36815,Entire home/apt,8,2500.0,19,4.79,0.26,Zona Oeste,False
20500301,f,Leblon,-22.98476,-43.22435,Entire home/apt,4,1943.0,64,4.5,0.72,Zona Sul,False
21148073,f,Ipanema,-22.98471,-43.2109,Entire home/apt,4,1100.0,55,4.56,0.64,Zona Sul,False
21152654,f,Gávea,-22.97317,-43.22937,Entire home/apt,4,1000.0,3,5.0,0.05,Zona Sul,False
20969380,f,Barra da Tijuca,-23.00964,-43.34474,Entire home/apt,10,1965.0,3,5.0,0.04,Zona Oeste,False
20970022,f,Ipanema,-22.98615,-43.20299,Private room,2,620.0,257,4.84,2.91,Zona Sul,False
20979918,f,Copacabana,-22.96731,-43.18325,Entire home/apt,4,650.0,107,4.75,1.24,Zona Sul,False
20990595,f,Barra da Tijuca,-23.00269,-43.33892,Entire home/apt,4,3057.0,3,5.0,0.03,Zona Oeste,False
20994311,f,Copacabana,-22.98151,-43.19307,Entire home/apt,4,651.0,5,5.0,0.07,Zona Sul,False
21003740,t,Lagoa,-22.97975,-43.20364,Entire home/apt,5,936.0,10,4.9,0.94,Zona Sul,True
21152702,f,Leme,-22.96402,-43.16924,Entire home/apt,4,900.0,27,5.0,0.32,Zona Sul,False
21164408,f,Barra da Tijuca,-22.97417,-43.38272,Entire home/apt,4,995.0,1,5.0,0.02,Zona Oeste,False
21196211,f,Barra da Tijuca,-22.97645,-43.40465,Entire home/apt,5,462.0,2,4.5,0.08,Zona Oeste,False
21200524,f,Copacabana,-22.96772,-43.18175,Entire home/apt,3,1486.0,3,4.67,0.04,Zona Sul,False
21202431,f,Copacabana,-22.96852,-43.18087,Entire home/apt,6,1443.0,20,4.8,0.24,Zona Sul,False
21204306,t,Copacabana,-22.967199531050237,-43.18020265549421,Entire home/apt,4,900.0,7,5.0,0.31,Zona Sul,True
21206301,f,Jacarepaguá,-22.97046,-43.39389,Entire home/apt,5,480.0,3,4.67,0.05,Zona Oeste,False
21213936,t,Tijuca,-22.91953,-43.21399,Private room,2,196.0,71,4.97,1.89,Zona Norte,True
21215331,t,Copacabana,-22.9731,-43.19211,Entire home/apt,4,1336.0,26,4.81,0.43,Zona Sul,True
21215871,f,Leme,-22.96572,-43.17195,Entire home/apt,4,950.0,0,,0.0,Zona Sul,False
21216613,f,Copacabana,-22.96497,-43.18138,Entire home/apt,5,1243.0,0,,0.0,Zona Sul,False
21239178,f,Ipanema,-22.98456,-43.2016,Entire home/apt,5,1688.0,131,4.83,1.51,Zona Sul,False
21011379,t,Flamengo,-22.93914,-43.17655,Entire home/apt,4,200.0,69,4.96,0.78,Zona Sul,True
21029365,f,Copacabana,-22.9634,-43.17586,Entire home/apt,4,1000.0,40,4.9,0.55,Zona Sul,False
21065096,t,São Cristóvão,-22.900324,-43.228722,Entire home/apt,6,800.0,33,4.97,0.78,Centro,True
21095226,t,Copacabana,-22.97689,-43.18967,Entire home/apt,4,500.0,3,5.0,0.12,Zona Sul,True
21102151,t,Copacabana,-22.98105,-43.19196,Entire home/apt,8,1320.0,94,4.94,1.11,Zona Sul,True
21106296,f,Ipanema,-22.98978,-43.19063,Entire home/apt,5,1040.0,0,,0.0,Zona Sul,False
21108328,f,Leblon,-22.98552,-43.22481,Entire home/apt,2,914.0,5,5.0,0.07,Zona Sul,False
21261607,f,Jacarepaguá,-22.96984,-43.38777,Entire home/apt,2,455.0,48,4.69,0.55,Zona Oeste,False
21276044,t,Gávea,-22.97988,-43.23459,Private room,2,243.0,22,4.86,0.26,Zona Sul,True
21288513,f,Camorim,-22.97042,-43.42554,Private room,4,261.0,3,4.33,0.04,Zona Oeste,False
21300996,t,Copacabana,-22.9791,-43.19027,Entire home/apt,6,6088.0,26,4.77,0.32,Zona Sul,True
21306082,f,Barra da Tijuca,-23.00363,-43.39442,Entire home/apt,9,1400.0,7,4.86,0.14,Zona Oeste,False
21307033,f,Leblon,-22.98749,-43.22386,Entire home/apt,4,1500.0,5,5.0,0.06,Zona Sul,False
21309081,t,Copacabana,-22.97167587280273,-43.18717956542969,Entire home/apt,6,1789.0,32,5.0,0.44,Zona Sul,True
21323425,f,Barra da Tijuca,-23.01067,-43.37318,Entire home/apt,4,1114.0,246,4.6,2.81,Zona Oeste,False
21323650,t,Copacabana,-22.96549,-43.17479,Entire home/apt,6,1371.0,109,4.85,1.49,Zona Sul,True
21325675,t,Copacabana,-22.97198,-43.19086,Entire home/apt,6,2010.0,103,4.93,1.21,Zona Sul,True
21332100,f,Flamengo,-22.93268,-43.17717,Entire home/apt,4,736.0,4,4.75,0.05,Zona Sul,False
21108757,f,Ipanema,-22.98471,-43.20727,Entire home/apt,6,2086.0,111,4.48,1.31,Zona Sul,False
21108851,f,Copacabana,-22.98343,-43.18938,Entire home/apt,3,750.0,8,4.25,0.09,Zona Sul,False
21110872,t,Copacabana,-22.96769,-43.18502,Entire home/apt,5,1329.0,48,4.56,0.55,Zona Sul,True
21111933,f,Barra da Tijuca,-23.00502,-43.32536,Entire home/apt,4,763.0,9,4.89,0.11,Zona Oeste,False
21117445,f,Ipanema,-22.98335,-43.20326,Entire home/apt,6,943.0,4,4.5,0.49,Zona Sul,False
21121810,f,Centro,-22.91292,-43.1825,Entire home/apt,5,568.0,83,4.57,0.95,Centro,False
21138617,f,Recreio dos Bandeirantes,-23.00877,-43.4432,Entire home/apt,6,1000.0,141,4.94,1.61,Zona Oeste,False
21139750,t,Jacarepaguá,-22.9671607,-43.3962554,Entire home/apt,4,514.0,47,4.81,1.64,Zona Oeste,True
21140139,f,Barra da Tijuca,-22.99709,-43.38815,Private room,2,400.0,3,5.0,0.05,Zona Oeste,False
21140661,f,Jacarepaguá,-22.96607,-43.38522,Entire home/apt,6,3000.0,10,5.0,0.11,Zona Oeste,False
21339080,f,Flamengo,-22.93439,-43.17704,Entire home/apt,7,1114.0,92,4.78,1.11,Zona Sul,False
21343989,f,Ipanema,-22.98534,-43.19743,Entire home/apt,2,1150.0,63,4.94,0.74,Zona Sul,False
21344893,f,Copacabana,-22.96349,-43.17541,Entire home/apt,2,731.0,31,4.84,0.37,Zona Sul,False
21353805,t,Ipanema,-22.98288,-43.21333,Entire home/apt,4,1994.0,86,4.95,1.01,Zona Sul,True
21354636,f,Jacarepaguá,-22.9723,-43.41507,Private room,1,300.0,16,5.0,0.19,Zona Oeste,False
21355994,t,Ipanema,-22.9779,-43.1969,Entire home/apt,6,1400.0,25,4.96,0.29,Zona Sul,True
21377226,t,Copacabana,-22.98332,-43.19303,Entire home/apt,2,557.0,205,4.92,2.34,Zona Sul,True
21147851,f,Copacabana,-22.964042,-43.175109,Entire home/apt,4,900.0,29,4.66,0.33,Zona Sul,False
21723914,t,Ipanema,-22.98673,-43.19677,Entire home/apt,4,1221.0,122,4.82,1.43,Zona Sul,True
21725316,f,Copacabana,-22.986654,-43.190125,Entire home/apt,5,2736.0,52,4.73,1.03,Zona Sul,False
21729906,t,Copacabana,-22.97921,-43.19101,Entire home/apt,6,2000.0,39,4.95,1.01,Zona Sul,True
21730285,t,Barra da Tijuca,-23.011627113507654,-43.32352062542397,Entire home/apt,3,800.0,32,4.78,1.41,Zona Oeste,True
21736858,f,Flamengo,-22.93257,-43.17644,Entire home/apt,4,1045.0,0,,0.0,Zona Sul,False
21743429,f,Botafogo,-22.95455,-43.1864,Private room,4,866.0,0,,0.0,Zona Sul,False
21379316,f,Recreio dos Bandeirantes,-23.03045,-43.47582,Entire home/apt,2,1200.0,24,4.5,0.29,Zona Oeste,False
21379510,f,Copacabana,-22.96502,-43.18104,Entire home/apt,5,1000.0,7,5.0,0.08,Zona Sul,False
21380011,f,Copacabana,-22.977047,-43.191067,Entire home/apt,6,843.0,81,4.89,0.95,Zona Sul,False
21389231,t,Irajá,-22.828825623810257,-43.32671561756572,Entire home/apt,8,280.0,33,5.0,0.47,Zona Norte,True
21390273,f,Flamengo,-22.93316,-43.17863,Entire home/apt,1,260.0,42,4.83,0.49,Zona Sul,False
21393467,f,Botafogo,-22.94608,-43.18296,Entire home/apt,3,586.0,20,4.7,0.24,Zona Sul,False
21394196,f,Recreio dos Bandeirantes,-23.00784,-43.45711,Entire home/apt,6,348.0,2,4.5,0.03,Zona Oeste,False
21750882,f,Copacabana,-22.96445,-43.1771,Entire home/apt,10,1998.0,1,5.0,0.01,Zona Sul,False
21760133,t,Copacabana,-22.96096,-43.17513,Entire home/apt,4,410.0,147,4.89,1.73,Zona Sul,True
21760439,t,Copacabana,-22.97361,-43.18903,Entire home/apt,6,1020.0,207,4.88,2.41,Zona Sul,True
21767140,f,Catete,-22.9245,-43.17766,Entire home/apt,3,1000.0,8,5.0,0.1,Zona Sul,False
21769603,t,Copacabana,-22.96959,-43.18154,Entire home/apt,4,929.0,14,4.93,0.16,Zona Sul,True
21777539,f,Jacarepaguá,-22.96768,-43.3374,Entire home/apt,16,329.0,0,,0.0,Zona Oeste,False
21777996,t,Gávea,-22.98091,-43.23901,Entire home/apt,4,1000.0,15,4.93,0.21,Zona Sul,True
21779251,f,Ipanema,-22.98648,-43.19386,Entire home/apt,4,483.0,13,4.23,0.15,Zona Sul,False
21785116,f,Jacarepaguá,-22.96885,-43.38814,Hotel room,3,346.0,6,4.83,0.07,Zona Oeste,False
21787406,t,Glória,-22.9253,-43.17415,Entire home/apt,2,729.0,86,4.97,1.03,Zona Sul,True
21395905,f,Copacabana,-22.97021,-43.18489,Entire home/apt,7,2811.0,0,,0.0,Zona Sul,False
21397536,t,Glória,-22.92376,-43.17648,Private room,2,379.0,1,5.0,0.01,Zona Sul,True
21408326,f,Copacabana,-22.97943,-43.19064,Entire home/apt,6,450.0,13,4.69,0.18,Zona Sul,False
21421317,f,Barra da Tijuca,-23.00072,-43.39261,Private room,1,250.0,0,,0.0,Zona Oeste,False
21423289,f,Copacabana,-22.9738,-43.19197,Entire home/apt,4,2100.0,0,,0.0,Zona Sul,False
21424375,t,Copacabana,-22.97031,-43.18992,Entire home/apt,7,2784.0,148,4.83,1.78,Zona Sul,True
21424708,f,Jardim Botânico,-22.96008,-43.20627,Entire home/apt,2,229.0,1,5.0,0.01,Zona Sul,False
21435997,f,Praça da Bandeira,-22.9127,-43.21056,Private room,1,100.0,0,,0.0,Zona Norte,False
21788373,f,Copacabana,-22.96935,-43.18424,Entire home/apt,2,891.0,13,4.92,0.15,Zona Sul,False
21791669,t,Copacabana,-22.96466,-43.17475,Entire home/apt,3,3510.0,37,4.59,0.46,Zona Sul,True
21792169,t,Copacabana,-22.96466,-43.17475,Entire home/apt,5,3510.0,55,4.85,0.68,Zona Sul,True
21795847,t,Ipanema,-22.98297,-43.20478,Entire home/apt,4,1100.0,289,4.97,3.39,Zona Sul,True
21798938,t,Ipanema,-22.98286,-43.19773,Entire home/apt,6,1173.0,60,4.92,0.71,Zona Sul,True
21799599,t,Barra da Tijuca,-23.01041,-43.32906,Entire home/apt,6,2000.0,3,5.0,0.04,Zona Oeste,True
21808593,f,Jardim Botânico,-22.96314,-43.21716,Private room,2,148.0,5,4.2,0.22,Zona Sul,False
21809176,f,Vila Isabel,-22.91387,-43.23754,Private room,1,900.0,0,,0.0,Zona Norte,False
21821587,f,Copacabana,-22.96625,-43.18063,Entire home/apt,2,600.0,7,4.0,0.08,Zona Sul,False
21821825,t,Glória,-22.9168,-43.17691,Entire home/apt,4,480.0,144,4.91,1.68,Zona Sul,True
21448675,f,Ipanema,-22.98291,-43.19958,Entire home/apt,3,914.0,9,5.0,0.11,Zona Sul,False
21454762,f,Jardim Botânico,-22.9599,-43.20968,Entire home/apt,6,1800.0,6,5.0,0.07,Zona Sul,False
21455453,f,Flamengo,-22.93723,-43.17555,Entire home/apt,4,1000.0,7,5.0,0.08,Zona Sul,False
21458294,t,Ipanema,-22.98224,-43.21302,Entire home/apt,2,779.0,246,4.96,2.84,Zona Sul,True
21464033,t,Ipanema,-22.98359489440918,-43.19594192504883,Entire home/apt,4,2146.0,9,5.0,0.12,Zona Sul,True
21469169,f,Flamengo,-22.9313,-43.17519,Entire home/apt,3,450.0,12,4.92,0.14,Zona Sul,False
21486296,f,Barra da Tijuca,-23.01145,-43.32736,Private room,1,300.0,4,5.0,0.06,Zona Oeste,False
21825145,f,Vicente de Carvalho,-22.8512,-43.31095,Private room,2,39.0,0,,0.0,Zona Norte,False
21825326,t,Leblon,-22.987659548562508,-43.227396708592536,Entire home/apt,6,3429.0,34,5.0,0.4,Zona Sul,True
21826310,f,Ipanema,-22.98768,-43.19267,Entire home/apt,2,427.0,230,4.7,2.66,Zona Sul,False
21842451,t,Botafogo,-22.94581,-43.18298,Entire home/apt,3,560.0,56,4.57,0.66,Zona Sul,True
21847528,t,Flamengo,-22.93965,-43.17591,Entire home/apt,2,456.0,113,4.96,1.33,Zona Sul,True
21848801,f,Tanque,-22.9179,-43.35356,Private room,2,1000.0,0,,0.0,Zona Oeste,False
21863258,f,Copacabana,-22.97553,-43.18677,Entire home/apt,4,480.0,13,4.62,0.18,Zona Sul,False
21877714,f,Guaratiba,-22.93929,-43.5877,Entire home/apt,6,893.0,53,4.92,0.62,Zona Oeste,False
21877976,f,Copacabana,-22.96323,-43.17808,Entire home/apt,4,843.0,18,4.83,0.21,Zona Sul,False
21489728,t,Copacabana,-22.97441,-43.18808,Entire home/apt,3,697.0,63,4.7,0.72,Zona Sul,True
21490752,f,Centro,-22.91072,-43.18949,Entire home/apt,4,750.0,9,4.67,0.12,Centro,False
21496532,t,Copacabana,-22.97371,-43.18915,Entire home/apt,5,871.0,169,4.79,1.99,Zona Sul,True
21501725,f,Rio Comprido,-22.93294,-43.20075,Entire home/apt,16,5393.0,12,4.83,0.18,Zona Norte,False
21502263,f,Ipanema,-22.98293,-43.19749,Entire home/apt,6,3867.0,70,4.66,0.84,Zona Sul,False
21502868,f,Rio Comprido,-22.93309,-43.20089,Entire home/apt,10,6580.0,0,,0.0,Zona Norte,False
21879261,f,Copacabana,-22.981544494628903,-43.194366455078125,Entire home/apt,4,529.0,16,4.94,0.57,Zona Sul,False
21879496,f,Lagoa,-22.9759,-43.19773,Entire home/apt,4,1559.0,10,4.6,0.16,Zona Sul,False
21883631,t,Leblon,-22.98605,-43.22603,Entire home/apt,6,4002.0,51,4.96,0.7,Zona Sul,True
21883832,f,Tanque,-22.91692,-43.35539,Private room,2,350.0,0,,0.0,Zona Oeste,False
21885793,f,Copacabana,-22.96513,-43.17393,Entire home/apt,2,150.0,7,4.29,0.52,Zona Sul,False
21889834,t,Copacabana,-22.97267,-43.1864,Entire home/apt,4,1251.0,128,4.71,1.5,Zona Sul,True
21890002,t,Glória,-22.92511,-43.17448,Entire home/apt,5,541.0,36,4.92,0.42,Zona Sul,True
21890503,f,Lagoa,-22.96658,-43.20204,Entire home/apt,5,1557.0,13,5.0,0.15,Zona Sul,False
21891749,f,Tijuca,-22.93086,-43.2379,Entire home/apt,2,337.0,223,4.91,2.61,Zona Norte,False
21505423,f,Copacabana,-22.96615,-43.17548,Entire home/apt,8,6990.0,7,4.86,0.09,Zona Sul,False
21512846,f,Jardim Botânico,-22.95901,-43.20384,Private room,2,387.0,26,4.73,0.31,Zona Sul,False
21514235,t,Ipanema,-22.98359,-43.20461,Entire home/apt,4,1914.0,141,4.88,1.63,Zona Sul,True
21514968,t,Ipanema,-22.98216,-43.19914,Entire home/apt,4,863.0,77,4.68,0.89,Zona Sul,True
21516238,f,Copacabana,-22.96829,-43.18739,Entire home/apt,6,832.0,51,4.9,0.59,Zona Sul,False
21517018,f,Botafogo,-22.9490354,-43.1828568,Entire home/apt,4,685.0,0,,0.0,Zona Sul,False
21518204,f,Botafogo,-22.95053,-43.18524,Private room,1,240.0,0,,0.0,Zona Sul,False
21893687,f,Botafogo,-22.94201,-43.17788,Entire home/apt,4,600.0,6,4.83,2.17,Zona Sul,False
21906534,f,Copacabana,-22.962764739990234,-43.17677688598633,Entire home/apt,4,721.0,4,5.0,0.14,Zona Sul,False
21907923,f,Jardim Botânico,-22.96061,-43.20727,Entire home/apt,6,1429.0,28,4.96,0.33,Zona Sul,False
21908569,f,Copacabana,-22.96062,-43.17647,Private room,1,117.0,71,4.92,1.18,Zona Sul,False
21909317,t,Copacabana,-22.97524,-43.18801,Entire home/apt,2,543.0,162,4.81,1.92,Zona Sul,True
21911613,t,Copacabana,-22.98354,-43.19371,Private room,1,190.0,84,4.98,0.99,Zona Sul,True
21913030,f,Copacabana,-22.98088,-43.1936,Entire home/apt,4,1200.0,12,5.0,0.15,Zona Sul,False
21917427,t,Copacabana,-22.96405,-43.17505,Entire home/apt,3,2925.0,85,4.56,1.22,Zona Sul,True
21518497,t,Catete,-22.92603,-43.18055,Private room,1,357.0,29,4.93,0.35,Zona Sul,True
21527475,f,Barra da Tijuca,-23.00268,-43.31062,Entire home/apt,2,200.0,0,,0.0,Zona Oeste,False
21530726,f,Centro,-22.91412,-43.18848,Entire home/apt,2,190.0,39,4.72,0.46,Centro,False
21536561,f,Itanhangá,-23.00032,-43.30852,Entire home/apt,3,357.0,2,5.0,0.17,Zona Oeste,False
21919688,t,Vargem Pequena,-22.98161,-43.46276,Entire home/apt,4,385.0,1,1.0,0.03,Zona Oeste,True
21922711,f,Ipanema,-22.97979,-43.20118,Entire home/apt,4,387.0,7,4.71,0.1,Zona Sul,False
21925445,f,Botafogo,-22.9506,-43.19442,Entire home/apt,2,370.0,1,5.0,0.03,Zona Sul,False
21934578,f,Copacabana,-22.98148,-43.19096,Private room,2,650.0,10,4.9,0.14,Zona Sul,False
21942071,t,Copacabana,-22.96636,-43.18218,Entire home/apt,5,1473.0,159,4.95,1.87,Zona Sul,True
21943179,t,Copacabana,-22.96405,-43.17505,Entire home/apt,4,2256.0,45,4.71,0.62,Zona Sul,True
21943660,f,Glória,-22.922510147094727,-43.173439025878906,Entire home/apt,2,515.0,1,5.0,0.63,Zona Sul,False
21545774,t,Barra da Tijuca,-23.01088,-43.35579,Entire home/apt,6,934.0,158,4.96,1.83,Zona Oeste,True
21560625,f,Copacabana,-22.96997,-43.18702,Entire home/apt,4,180.0,7,4.29,0.1,Zona Sul,False
21568335,f,Copacabana,-22.96038,-43.17372,Entire home/apt,4,686.0,2,5.0,0.07,Zona Sul,False
21574627,f,Leme,-22.9641133,-43.1734281,Entire home/apt,6,311.0,2,5.0,0.02,Zona Sul,False
21946673,t,Ipanema,-22.98409,-43.21082,Entire home/apt,6,989.0,142,4.94,1.66,Zona Sul,True
21947684,f,Jacarepaguá,-22.96761,-43.39617,Entire home/apt,8,267.0,4,4.75,0.06,Zona Oeste,False
21956362,f,Barra da Tijuca,-23.00762,-43.33096,Entire home/apt,6,1800.0,10,5.0,0.12,Zona Oeste,False
21961096,f,Jacarepaguá,-22.97379,-43.41128,Entire home/apt,5,550.0,17,4.82,0.2,Zona Oeste,False
21963079,f,Flamengo,-22.927,-43.17592,Private room,4,226.0,5,4.6,0.08,Zona Sul,False
21963768,f,Ipanema,-22.98554,-43.19552,Entire home/apt,10,1290.0,0,,0.0,Zona Sul,False
21963933,f,Ipanema,-22.98715,-43.19353,Entire home/apt,10,1340.0,0,,0.0,Zona Sul,False
21585088,t,Gávea,-22.97736,-43.22741,Private room,2,101.0,20,4.85,0.23,Zona Sul,True
21592576,t,Leblon,-22.98296,-43.21818,Entire home/apt,5,2023.0,15,4.6,0.18,Zona Sul,True
21608937,t,Copacabana,-22.98207,-43.19239,Entire home/apt,4,1357.0,87,5.0,3.11,Zona Sul,True
21611490,f,Vargem Grande,-23.02093,-43.49481,Private room,2,300.0,7,4.43,0.08,Zona Oeste,False
